"","year","university","school","degree","employment_rate_overall","employment_rate_ft_perm","basic_monthly_mean","basic_monthly_median","gross_monthly_mean","gross_monthly_median","gross_mthly_25_percentile","gross_mthly_75_percentile","SGP_Fees","SGP_PR_Fees","IGP_Alevel_10th percentile","IGP_Poly_10th percentile","X","mbti_types"
"1",2020,"Nanyang Technological University","College of Business (Nanyang Business School)","Accountancy",96,88.7,3213,3000,3228,3000,3000,3100,9400,13200,"BBC/C","3.74",1341,"ENTJ - The Commander"
"2",2020,"Nanyang Technological University","College of Business (Nanyang Business School)","Accountancy",96,88.7,3213,3000,3228,3000,3000,3100,9400,13200,"BBC/C","3.74",1342,"ENTP - The Visionary"
"3",2020,"Nanyang Technological University","College of Business (Nanyang Business School)","Accountancy",96,88.7,3213,3000,3228,3000,3000,3100,9400,13200,"BBC/C","3.74",1343,"ISTJ - The Inspector"
"4",2020,"Nanyang Technological University","College of Business (Nanyang Business School)","Accountancy",96,88.7,3213,3000,3228,3000,3000,3100,9400,13200,"BBC/C","3.74",1344,"ESTJ - The Supervisor"
"5",2020,"Nanyang Technological University","College of Business (Nanyang Business School)","Accountancy",96,88.7,3213,3000,3228,3000,3000,3100,9400,13200,"BBC/C","3.74",1345,"ESFJ - The Provider"
"6",2020,"Nanyang Technological University","College of Business (Nanyang Business School)","Accountancy",96,88.7,3213,3000,3228,3000,3000,3100,9400,13200,"BBC/C","3.74",1346,"ENTJ - The Commander"
"7",2020,"Nanyang Technological University","College of Business (Nanyang Business School)","Accountancy",96,88.7,3213,3000,3228,3000,3000,3100,9400,13200,"BBC/C","3.74",1347,"ENTP - The Visionary"
"8",2020,"Nanyang Technological University","College of Business (Nanyang Business School)","Accountancy",96,88.7,3213,3000,3228,3000,3000,3100,9400,13200,"BBC/C","3.74",1348,"ISTJ - The Inspector"
"9",2020,"Nanyang Technological University","College of Business (Nanyang Business School)","Accountancy",96,88.7,3213,3000,3228,3000,3000,3100,9400,13200,"BBC/C","3.74",1349,"ESTJ - The Supervisor"
"10",2020,"Nanyang Technological University","College of Business (Nanyang Business School)","Accountancy",96,88.7,3213,3000,3228,3000,3000,3100,9400,13200,"BBC/C","3.74",1350,"ESFJ - The Provider"
"11",2020,"Nanyang Technological University","College of Business (Nanyang Business School)","Accountancy and Business",97.6,91.3,4615,4327,4704,4405,3500,5000,9400,13200,NA,NA,684,"ENTP - The Visionary"
"12",2020,"Nanyang Technological University","College of Business (Nanyang Business School)","Accountancy and Business",97.6,91.3,4615,4327,4704,4405,3500,5000,9400,13200,NA,NA,687,"ENFP - The Champion"
"13",2020,"Nanyang Technological University","College of Business (Nanyang Business School)","Accountancy and Business",97.6,91.3,4615,4327,4704,4405,3500,5000,9400,13200,NA,NA,690,"INFP - The Healer"
"14",2020,"Nanyang Technological University","College of Business (Nanyang Business School)","Accountancy and Business",97.6,91.3,4615,4327,4704,4405,3500,5000,9400,13200,NA,NA,693,"ISTJ - The Inspector"
"15",2020,"Nanyang Technological University","College of Business (Nanyang Business School)","Accountancy and Business",97.6,91.3,4615,4327,4704,4405,3500,5000,9400,13200,NA,NA,696,"ESTJ - The Supervisor"
"16",2020,"Nanyang Technological University","College of Business (Nanyang Business School)","Accountancy and Business",97.6,91.3,4615,4327,4704,4405,3500,5000,9400,13200,NA,NA,699,"ESFJ - The Provider"
"17",2020,"Nanyang Technological University","College of Business (Nanyang Business School)","Accountancy and Business",97.6,91.3,4615,4327,4704,4405,3500,5000,9400,13200,NA,NA,702,"ENTJ - The Commander"
"18",2020,"Nanyang Technological University","College of Business (Nanyang Business School)","Accountancy and Business",97.6,91.3,4615,4327,4704,4405,3500,5000,9400,13200,NA,NA,705,"ISTP - The Crafter"
"19",2020,"Nanyang Technological University","College of Business (Nanyang Business School)","Accountancy and Business",97.6,91.3,4615,4327,4704,4405,3500,5000,9400,13200,NA,NA,708,"INTP - The Architect"
"20",2020,"Nanyang Technological University","College of Business (Nanyang Business School)","Accountancy and Business",97.6,91.3,4615,4327,4704,4405,3500,5000,9400,13200,NA,NA,711,"INTJ - The Mastermind"
"21",2020,"Nanyang Technological University","College of Business (Nanyang Business School)","Accountancy and Business",97.6,91.3,4615,4327,4704,4405,3500,5000,9400,13200,NA,NA,714,"ENFJ - The Teacher"
"22",2020,"Nanyang Technological University","College of Business (Nanyang Business School)","Accountancy and Business",97.6,91.3,4615,4327,4704,4405,3500,5000,9400,13200,NA,NA,717,"ISFJ - The Protector"
"23",2020,"Nanyang Technological University","College of Business (Nanyang Business School)","Business",95.2,66.8,3973,3750,4113,3800,3300,4429,9400,13200,"BCC/B","3.61",79,"ESTJ - The Supervisor"
"24",2020,"Nanyang Technological University","College of Business (Nanyang Business School)","Business",95.2,66.8,3973,3750,4113,3800,3300,4429,9400,13200,"BCC/B","3.61",86,"ESFJ - The Provider"
"25",2020,"Nanyang Technological University","College of Business (Nanyang Business School)","Business",95.2,66.8,3973,3750,4113,3800,3300,4429,9400,13200,"BCC/B","3.61",93,"ISTJ - The Inspector"
"26",2020,"Nanyang Technological University","College of Business (Nanyang Business School)","Business",95.2,66.8,3973,3750,4113,3800,3300,4429,9400,13200,"BCC/B","3.61",100,"ISTP - The Crafter"
"27",2020,"Nanyang Technological University","College of Business (Nanyang Business School)","Business",95.2,66.8,3973,3750,4113,3800,3300,4429,9400,13200,"BCC/B","3.61",107,"ENTJ - The Commander"
"28",2020,"Nanyang Technological University","College of Business (Nanyang Business School)","Business",95.2,66.8,3973,3750,4113,3800,3300,4429,9400,13200,"BCC/B","3.61",114,"INTJ - The Mastermind"
"29",2020,"Nanyang Technological University","College of Business (Nanyang Business School)","Business",95.2,66.8,3973,3750,4113,3800,3300,4429,9400,13200,"BCC/B","3.61",121,"ISFJ - The Protector"
"30",2020,"Nanyang Technological University","College of Business (Nanyang Business School)","Business",95.2,66.8,3973,3750,4113,3800,3300,4429,9400,13200,"BCC/B","3.61",128,"INTP - The Architect"
"31",2020,"Nanyang Technological University","College of Business (Nanyang Business School)","Business",95.2,66.8,3973,3750,4113,3800,3300,4429,9400,13200,"BCC/B","3.61",135,"ENTP - The Visionary"
"32",2020,"Nanyang Technological University","College of Business (Nanyang Business School)","Business",95.2,66.8,3973,3750,4113,3800,3300,4429,9400,13200,"BCC/B","3.61",142,"ENFP - The Champion"
"33",2020,"Nanyang Technological University","College of Business (Nanyang Business School)","Business",95.2,66.8,3973,3750,4113,3800,3300,4429,9400,13200,"BCC/B","3.61",149,"INFP - The Healer"
"34",2020,"Nanyang Technological University","College of Business (Nanyang Business School)","Business",95.2,66.8,3973,3750,4113,3800,3300,4429,9400,13200,"BCC/B","3.61",156,"ENFJ - The Teacher"
"35",2020,"Nanyang Technological University","College of Business (Nanyang Business School)","Business and Computing",97.4,97.4,5216,5200,5537,5400,5000,5750,8200,11500,NA,NA,77,"ESTJ - The Supervisor"
"36",2020,"Nanyang Technological University","College of Business (Nanyang Business School)","Business and Computing",97.4,97.4,5216,5200,5537,5400,5000,5750,8200,11500,NA,NA,84,"ESFJ - The Provider"
"37",2020,"Nanyang Technological University","College of Business (Nanyang Business School)","Business and Computing",97.4,97.4,5216,5200,5537,5400,5000,5750,8200,11500,NA,NA,91,"ISTJ - The Inspector"
"38",2020,"Nanyang Technological University","College of Business (Nanyang Business School)","Business and Computing",97.4,97.4,5216,5200,5537,5400,5000,5750,8200,11500,NA,NA,98,"ISTP - The Crafter"
"39",2020,"Nanyang Technological University","College of Business (Nanyang Business School)","Business and Computing",97.4,97.4,5216,5200,5537,5400,5000,5750,8200,11500,NA,NA,105,"ENTJ - The Commander"
"40",2020,"Nanyang Technological University","College of Business (Nanyang Business School)","Business and Computing",97.4,97.4,5216,5200,5537,5400,5000,5750,8200,11500,NA,NA,112,"INTJ - The Mastermind"
"41",2020,"Nanyang Technological University","College of Business (Nanyang Business School)","Business and Computing",97.4,97.4,5216,5200,5537,5400,5000,5750,8200,11500,NA,NA,119,"ISFJ - The Protector"
"42",2020,"Nanyang Technological University","College of Business (Nanyang Business School)","Business and Computing",97.4,97.4,5216,5200,5537,5400,5000,5750,8200,11500,NA,NA,126,"INTP - The Architect"
"43",2020,"Nanyang Technological University","College of Business (Nanyang Business School)","Business and Computing",97.4,97.4,5216,5200,5537,5400,5000,5750,8200,11500,NA,NA,133,"ENTP - The Visionary"
"44",2020,"Nanyang Technological University","College of Business (Nanyang Business School)","Business and Computing",97.4,97.4,5216,5200,5537,5400,5000,5750,8200,11500,NA,NA,140,"ENFP - The Champion"
"45",2020,"Nanyang Technological University","College of Business (Nanyang Business School)","Business and Computing",97.4,97.4,5216,5200,5537,5400,5000,5750,8200,11500,NA,NA,147,"INFP - The Healer"
"46",2020,"Nanyang Technological University","College of Business (Nanyang Business School)","Business and Computing",97.4,97.4,5216,5200,5537,5400,5000,5750,8200,11500,NA,NA,154,"ENFJ - The Teacher"
"47",2020,"Nanyang Technological University","College of Engineering","Aerospace Engineering",91.2,75.8,4110,3980,4284,4000,3800,4945,8200,11500,"AAB/C","3.80",1,"INTJ - The Mastermind"
"48",2020,"Nanyang Technological University","College of Engineering","Aerospace Engineering",91.2,75.8,4110,3980,4284,4000,3800,4945,8200,11500,"AAB/C","3.80",798,"ESTJ - The Supervisor"
"49",2020,"Nanyang Technological University","College of Engineering","Aerospace Engineering",91.2,75.8,4110,3980,4284,4000,3800,4945,8200,11500,"AAB/C","3.80",799,"ISTP - The Crafter"
"50",2020,"Nanyang Technological University","College of Engineering","Aerospace Engineering",91.2,75.8,4110,3980,4284,4000,3800,4945,8200,11500,"AAB/C","3.80",800,"ESTP - The Promoter"
"51",2020,"Nanyang Technological University","College of Engineering","Bioengineering",89.1,43.6,3428,3400,3473,3450,3200,3800,8200,11500,"BCC/B","3.63",1361,"ISFP - The Composer"
"52",2020,"Nanyang Technological University","College of Engineering","Bioengineering",89.1,43.6,3428,3400,3473,3450,3200,3800,8200,11500,"BCC/B","3.63",1362,"INTP - The Architect"
"53",2020,"Nanyang Technological University","College of Engineering","Bioengineering",89.1,43.6,3428,3400,3473,3450,3200,3800,8200,11500,"BCC/B","3.63",1363,"ISFJ - The Protector"
"54",2020,"Nanyang Technological University","College of Engineering","Bioengineering",89.1,43.6,3428,3400,3473,3450,3200,3800,8200,11500,"BCC/B","3.63",1364,"ENTJ - The Commander"
"55",2020,"Nanyang Technological University","College of Engineering","Bioengineering",89.1,43.6,3428,3400,3473,3450,3200,3800,8200,11500,"BCC/B","3.63",1365,"ISTJ - The Inspector"
"56",2020,"Nanyang Technological University","College of Engineering","Bioengineering",89.1,43.6,3428,3400,3473,3450,3200,3800,8200,11500,"BCC/B","3.63",1366,"ENTP - The Visionary"
"57",2020,"Nanyang Technological University","College of Engineering","Bioengineering",89.1,43.6,3428,3400,3473,3450,3200,3800,8200,11500,"BCC/B","3.63",1367,"INFP - The Healer"
"58",2020,"Nanyang Technological University","College of Engineering","Bioengineering",89.1,43.6,3428,3400,3473,3450,3200,3800,8200,11500,"BCC/B","3.63",1368,"ESTP - The Promoter"
"59",2020,"Nanyang Technological University","College of Engineering","Bioengineering",89.1,43.6,3428,3400,3473,3450,3200,3800,8200,11500,"BCC/B","3.63",1369,"ISTP - The Crafter"
"60",2020,"Nanyang Technological University","College of Engineering","Bioengineering",89.1,43.6,3428,3400,3473,3450,3200,3800,8200,11500,"BCC/B","3.63",1418,"INTJ - The Mastermind"
"61",2020,"Nanyang Technological University","College of Engineering","Chemical and Biomolecular Engineering",95,83,3732,3600,3948,3900,3500,4300,8200,11500,"BBC/B","3.61",213,"ESTJ - The Supervisor"
"62",2020,"Nanyang Technological University","College of Engineering","Chemical and Biomolecular Engineering",95,83,3732,3600,3948,3900,3500,4300,8200,11500,"BBC/B","3.61",234,"ISTP - The Crafter"
"63",2020,"Nanyang Technological University","College of Engineering","Chemical and Biomolecular Engineering",95,83,3732,3600,3948,3900,3500,4300,8200,11500,"BBC/B","3.61",255,"ESTP - The Promoter"
"64",2020,"Nanyang Technological University","College of Engineering","Chemical and Biomolecular Engineering",95,83,3732,3600,3948,3900,3500,4300,8200,11500,"BBC/B","3.61",721,"INTJ - The Mastermind"
"65",2020,"Nanyang Technological University","College of Engineering","Civil Engineering",95.7,87,3458,3400,3495,3500,3200,3800,8200,11500,"CDD/C","3.50",214,"ESTJ - The Supervisor"
"66",2020,"Nanyang Technological University","College of Engineering","Civil Engineering",95.7,87,3458,3400,3495,3500,3200,3800,8200,11500,"CDD/C","3.50",235,"ISTP - The Crafter"
"67",2020,"Nanyang Technological University","College of Engineering","Civil Engineering",95.7,87,3458,3400,3495,3500,3200,3800,8200,11500,"CDD/C","3.50",256,"ESTP - The Promoter"
"68",2020,"Nanyang Technological University","College of Engineering","Civil Engineering",95.7,87,3458,3400,3495,3500,3200,3800,8200,11500,"CDD/C","3.50",728,"INTJ - The Mastermind"
"69",2020,"Nanyang Technological University","College of Engineering","Computer Engineering",97.2,94.4,4069,4100,4136,4100,3627,4845,8200,11500,"AAC/B","3.77",207,"ESTJ - The Supervisor"
"70",2020,"Nanyang Technological University","College of Engineering","Computer Engineering",97.2,94.4,4069,4100,4136,4100,3627,4845,8200,11500,"AAC/B","3.77",228,"ISTP - The Crafter"
"71",2020,"Nanyang Technological University","College of Engineering","Computer Engineering",97.2,94.4,4069,4100,4136,4100,3627,4845,8200,11500,"AAC/B","3.77",249,"ESTP - The Promoter"
"72",2020,"Nanyang Technological University","College of Engineering","Computer Engineering",97.2,94.4,4069,4100,4136,4100,3627,4845,8200,11500,"AAC/B","3.77",730,"ENTJ - The Commander"
"73",2020,"Nanyang Technological University","College of Engineering","Computer Engineering",97.2,94.4,4069,4100,4136,4100,3627,4845,8200,11500,"AAC/B","3.77",733,"ENTP - The Visionary"
"74",2020,"Nanyang Technological University","College of Engineering","Computer Engineering",97.2,94.4,4069,4100,4136,4100,3627,4845,8200,11500,"AAC/B","3.77",736,"ISTJ - The Inspector"
"75",2020,"Nanyang Technological University","College of Engineering","Computer Engineering",97.2,94.4,4069,4100,4136,4100,3627,4845,8200,11500,"AAC/B","3.77",739,"ISFP - The Composer"
"76",2020,"Nanyang Technological University","College of Engineering","Computer Engineering",97.2,94.4,4069,4100,4136,4100,3627,4845,8200,11500,"AAC/B","3.77",742,"ISTP - The Crafter"
"77",2020,"Nanyang Technological University","College of Engineering","Computer Engineering",97.2,94.4,4069,4100,4136,4100,3627,4845,8200,11500,"AAC/B","3.77",745,"INTP - The Architect"
"78",2020,"Nanyang Technological University","College of Engineering","Computer Engineering",97.2,94.4,4069,4100,4136,4100,3627,4845,8200,11500,"AAC/B","3.77",748,"ESTP - The Promoter"
"79",2020,"Nanyang Technological University","College of Engineering","Computer Engineering",97.2,94.4,4069,4100,4136,4100,3627,4845,8200,11500,"AAC/B","3.77",751,"INTJ - The Mastermind"
"80",2020,"Nanyang Technological University","College of Engineering","Computer Engineering",97.2,94.4,4069,4100,4136,4100,3627,4845,8200,11500,"AAC/B","3.77",754,"ENFP - The Champion"
"81",2020,"Nanyang Technological University","College of Engineering","Computer Engineering",97.2,94.4,4069,4100,4136,4100,3627,4845,8200,11500,"AAC/B","3.77",757,"ISFJ - The Protector"
"82",2020,"Nanyang Technological University","College of Engineering","Computer Science",92.2,86.1,4508,4250,4558,4300,3880,5000,8200,11500,"AAB/B","3.92",162,"INTJ - The Mastermind"
"83",2020,"Nanyang Technological University","College of Engineering","Computer Science",92.2,86.1,4508,4250,4558,4300,3880,5000,8200,11500,"AAB/B","3.92",163,"ISTP - The Crafter"
"84",2020,"Nanyang Technological University","College of Engineering","Computer Science",92.2,86.1,4508,4250,4558,4300,3880,5000,8200,11500,"AAB/B","3.92",164,"ENTJ - The Commander"
"85",2020,"Nanyang Technological University","College of Engineering","Computer Science",92.2,86.1,4508,4250,4558,4300,3880,5000,8200,11500,"AAB/B","3.92",165,"ENFP - The Champion"
"86",2020,"Nanyang Technological University","College of Engineering","Computer Science",92.2,86.1,4508,4250,4558,4300,3880,5000,8200,11500,"AAB/B","3.92",166,"INTP - The Architect"
"87",2020,"Nanyang Technological University","College of Engineering","Computer Science",92.2,86.1,4508,4250,4558,4300,3880,5000,8200,11500,"AAB/B","3.92",167,"ENTP - The Visionary"
"88",2020,"Nanyang Technological University","College of Engineering","Computer Science",92.2,86.1,4508,4250,4558,4300,3880,5000,8200,11500,"AAB/B","3.92",168,"ISTJ - The Inspector"
"89",2020,"Nanyang Technological University","College of Engineering","Computer Science",92.2,86.1,4508,4250,4558,4300,3880,5000,8200,11500,"AAB/B","3.92",169,"ISFP - The Composer"
"90",2020,"Nanyang Technological University","College of Engineering","Computer Science",92.2,86.1,4508,4250,4558,4300,3880,5000,8200,11500,"AAB/B","3.92",170,"ESTP - The Promoter"
"91",2020,"Nanyang Technological University","College of Engineering","Computer Science",92.2,86.1,4508,4250,4558,4300,3880,5000,8200,11500,"AAB/B","3.92",171,"ISFJ - The Protector"
"92",2020,"Nanyang Technological University","College of Engineering","Computer Science",92.2,86.1,4508,4250,4558,4300,3880,5000,8200,11500,"AAB/B","3.92",962,"ISTJ - The Inspector"
"93",2020,"Nanyang Technological University","College of Engineering","Computer Science",92.2,86.1,4508,4250,4558,4300,3880,5000,8200,11500,"AAB/B","3.92",966,"ESFP - The Performer"
"94",2020,"Nanyang Technological University","College of Engineering","Computer Science",92.2,86.1,4508,4250,4558,4300,3880,5000,8200,11500,"AAB/B","3.92",970,"ESTP - The Promoter"
"95",2020,"Nanyang Technological University","College of Engineering","Computer Science",92.2,86.1,4508,4250,4558,4300,3880,5000,8200,11500,"AAB/B","3.92",974,"INTP - The Architect"
"96",2020,"Nanyang Technological University","College of Engineering","Computer Science",92.2,86.1,4508,4250,4558,4300,3880,5000,8200,11500,"AAB/B","3.92",978,"ESFJ - The Provider"
"97",2020,"Nanyang Technological University","College of Engineering","Computer Science",92.2,86.1,4508,4250,4558,4300,3880,5000,8200,11500,"AAB/B","3.92",982,"ENFP - The Champion"
"98",2020,"Nanyang Technological University","College of Engineering","Computer Science",92.2,86.1,4508,4250,4558,4300,3880,5000,8200,11500,"AAB/B","3.92",986,"ISTP - The Crafter"
"99",2020,"Nanyang Technological University","College of Engineering","Computer Science",92.2,86.1,4508,4250,4558,4300,3880,5000,8200,11500,"AAB/B","3.92",990,"ENFJ - The Teacher"
"100",2020,"Nanyang Technological University","College of Engineering","Computer Science",92.2,86.1,4508,4250,4558,4300,3880,5000,8200,11500,"AAB/B","3.92",994,"ESTJ - The Supervisor"
"101",2020,"Nanyang Technological University","College of Engineering","Computer Science",92.2,86.1,4508,4250,4558,4300,3880,5000,8200,11500,"AAB/B","3.92",998,"ENTJ - The Commander"
"102",2020,"Nanyang Technological University","College of Engineering","Computer Science",92.2,86.1,4508,4250,4558,4300,3880,5000,8200,11500,"AAB/B","3.92",1002,"INFJ - The Counselor"
"103",2020,"Nanyang Technological University","College of Engineering","Computer Science",92.2,86.1,4508,4250,4558,4300,3880,5000,8200,11500,"AAB/B","3.92",1006,"ENTP - The Visionary"
"104",2020,"Nanyang Technological University","College of Engineering","Computer Science",92.2,86.1,4508,4250,4558,4300,3880,5000,8200,11500,"AAB/B","3.92",1010,"ISFP - The Composer"
"105",2020,"Nanyang Technological University","College of Engineering","Electrical and Electronic Engineering",94.5,75.1,3925,3800,4004,3880,3500,4370,8200,11500,"CDD/C","3.40",217,"ESTJ - The Supervisor"
"106",2020,"Nanyang Technological University","College of Engineering","Electrical and Electronic Engineering",94.5,75.1,3925,3800,4004,3880,3500,4370,8200,11500,"CDD/C","3.40",238,"ISTP - The Crafter"
"107",2020,"Nanyang Technological University","College of Engineering","Electrical and Electronic Engineering",94.5,75.1,3925,3800,4004,3880,3500,4370,8200,11500,"CDD/C","3.40",259,"ESTP - The Promoter"
"108",2020,"Nanyang Technological University","College of Engineering","Electrical and Electronic Engineering",94.5,75.1,3925,3800,4004,3880,3500,4370,8200,11500,"CDD/C","3.40",796,"INTJ - The Mastermind"
"109",2020,"Nanyang Technological University","College of Engineering","Environmental Engineering",90.2,58.5,3364,3375,3444,3450,3200,3800,8200,11500,"CCC/C","3.46",218,"ESTJ - The Supervisor"
"110",2020,"Nanyang Technological University","College of Engineering","Environmental Engineering",90.2,58.5,3364,3375,3444,3450,3200,3800,8200,11500,"CCC/C","3.46",239,"ISTP - The Crafter"
"111",2020,"Nanyang Technological University","College of Engineering","Environmental Engineering",90.2,58.5,3364,3375,3444,3450,3200,3800,8200,11500,"CCC/C","3.46",260,"ESTP - The Promoter"
"112",2020,"Nanyang Technological University","College of Engineering","Environmental Engineering",90.2,58.5,3364,3375,3444,3450,3200,3800,8200,11500,"CCC/C","3.46",803,"ESFJ - The Provider"
"113",2020,"Nanyang Technological University","College of Engineering","Environmental Engineering",90.2,58.5,3364,3375,3444,3450,3200,3800,8200,11500,"CCC/C","3.46",806,"ESFP - The Performer"
"114",2020,"Nanyang Technological University","College of Engineering","Environmental Engineering",90.2,58.5,3364,3375,3444,3450,3200,3800,8200,11500,"CCC/C","3.46",809,"ISFJ - The Protector"
"115",2020,"Nanyang Technological University","College of Engineering","Environmental Engineering",90.2,58.5,3364,3375,3444,3450,3200,3800,8200,11500,"CCC/C","3.46",812,"ISTP - The Crafter"
"116",2020,"Nanyang Technological University","College of Engineering","Environmental Engineering",90.2,58.5,3364,3375,3444,3450,3200,3800,8200,11500,"CCC/C","3.46",815,"ENTP - The Visionary"
"117",2020,"Nanyang Technological University","College of Engineering","Environmental Engineering",90.2,58.5,3364,3375,3444,3450,3200,3800,8200,11500,"CCC/C","3.46",818,"INTP - The Architect"
"118",2020,"Nanyang Technological University","College of Engineering","Environmental Engineering",90.2,58.5,3364,3375,3444,3450,3200,3800,8200,11500,"CCC/C","3.46",821,"INFJ - The Counselor"
"119",2020,"Nanyang Technological University","College of Engineering","Environmental Engineering",90.2,58.5,3364,3375,3444,3450,3200,3800,8200,11500,"CCC/C","3.46",824,"ENFJ - The Teacher"
"120",2020,"Nanyang Technological University","College of Engineering","Environmental Engineering",90.2,58.5,3364,3375,3444,3450,3200,3800,8200,11500,"CCC/C","3.46",827,"ENFP - The Champion"
"121",2020,"Nanyang Technological University","College of Engineering","Environmental Engineering",90.2,58.5,3364,3375,3444,3450,3200,3800,8200,11500,"CCC/C","3.46",830,"ISFP - The Composer"
"122",2020,"Nanyang Technological University","College of Engineering","Environmental Engineering",90.2,58.5,3364,3375,3444,3450,3200,3800,8200,11500,"CCC/C","3.46",833,"ISTJ - The Inspector"
"123",2020,"Nanyang Technological University","College of Engineering","Environmental Engineering",90.2,58.5,3364,3375,3444,3450,3200,3800,8200,11500,"CCC/C","3.46",836,"ESTP - The Promoter"
"124",2020,"Nanyang Technological University","College of Engineering","Information Engineering and Media",96,70,4085,4000,4208,4000,3500,4500,8200,11500,"BCC/D","3.55",208,"ESTJ - The Supervisor"
"125",2020,"Nanyang Technological University","College of Engineering","Information Engineering and Media",96,70,4085,4000,4208,4000,3500,4500,8200,11500,"BCC/D","3.55",229,"ISTP - The Crafter"
"126",2020,"Nanyang Technological University","College of Engineering","Information Engineering and Media",96,70,4085,4000,4208,4000,3500,4500,8200,11500,"BCC/D","3.55",250,"ESTP - The Promoter"
"127",2020,"Nanyang Technological University","College of Engineering","Information Engineering and Media",96,70,4085,4000,4208,4000,3500,4500,8200,11500,"BCC/D","3.55",852,"ESTP - The Promoter"
"128",2020,"Nanyang Technological University","College of Engineering","Information Engineering and Media",96,70,4085,4000,4208,4000,3500,4500,8200,11500,"BCC/D","3.55",856,"ISFJ - The Protector"
"129",2020,"Nanyang Technological University","College of Engineering","Information Engineering and Media",96,70,4085,4000,4208,4000,3500,4500,8200,11500,"BCC/D","3.55",860,"ENTP - The Visionary"
"130",2020,"Nanyang Technological University","College of Engineering","Information Engineering and Media",96,70,4085,4000,4208,4000,3500,4500,8200,11500,"BCC/D","3.55",864,"ISTJ - The Inspector"
"131",2020,"Nanyang Technological University","College of Engineering","Information Engineering and Media",96,70,4085,4000,4208,4000,3500,4500,8200,11500,"BCC/D","3.55",1094,"INFJ - The Counselor"
"132",2020,"Nanyang Technological University","College of Engineering","Information Engineering and Media",96,70,4085,4000,4208,4000,3500,4500,8200,11500,"BCC/D","3.55",1095,"ESTJ - The Supervisor"
"133",2020,"Nanyang Technological University","College of Engineering","Information Engineering and Media",96,70,4085,4000,4208,4000,3500,4500,8200,11500,"BCC/D","3.55",1096,"ISFP - The Composer"
"134",2020,"Nanyang Technological University","College of Engineering","Maritime Studies",90.8,78.5,3608,3500,3646,3500,3300,3875,8200,11500,"CCD/C","3.50",1386,"ENTP - The Visionary"
"135",2020,"Nanyang Technological University","College of Engineering","Maritime Studies",90.8,78.5,3608,3500,3646,3500,3300,3875,8200,11500,"CCD/C","3.50",1387,"INTP - The Architect"
"136",2020,"Nanyang Technological University","College of Engineering","Maritime Studies",90.8,78.5,3608,3500,3646,3500,3300,3875,8200,11500,"CCD/C","3.50",1388,"ESFJ - The Provider"
"137",2020,"Nanyang Technological University","College of Engineering","Maritime Studies",90.8,78.5,3608,3500,3646,3500,3300,3875,8200,11500,"CCD/C","3.50",1389,"ISTP - The Crafter"
"138",2020,"Nanyang Technological University","College of Engineering","Maritime Studies",90.8,78.5,3608,3500,3646,3500,3300,3875,8200,11500,"CCD/C","3.50",1390,"ESFP - The Performer"
"139",2020,"Nanyang Technological University","College of Engineering","Maritime Studies",90.8,78.5,3608,3500,3646,3500,3300,3875,8200,11500,"CCD/C","3.50",1391,"ISTJ - The Inspector"
"140",2020,"Nanyang Technological University","College of Engineering","Materials Engineering",91.5,69,3613,3600,3755,3700,3500,4000,8200,11500,"CCD/C","3.36",211,"ESTJ - The Supervisor"
"141",2020,"Nanyang Technological University","College of Engineering","Materials Engineering",91.5,69,3613,3600,3755,3700,3500,4000,8200,11500,"CCD/C","3.36",232,"ISTP - The Crafter"
"142",2020,"Nanyang Technological University","College of Engineering","Materials Engineering",91.5,69,3613,3600,3755,3700,3500,4000,8200,11500,"CCD/C","3.36",253,"ESTP - The Promoter"
"143",2020,"Nanyang Technological University","College of Engineering","Mechanical Engineering",91.7,67.5,3861,3700,3977,3850,3500,4432,8200,11500,"CCC/D","3.44",212,"ESTJ - The Supervisor"
"144",2020,"Nanyang Technological University","College of Engineering","Mechanical Engineering",91.7,67.5,3861,3700,3977,3850,3500,4432,8200,11500,"CCC/D","3.44",233,"ISTP - The Crafter"
"145",2020,"Nanyang Technological University","College of Engineering","Mechanical Engineering",91.7,67.5,3861,3700,3977,3850,3500,4432,8200,11500,"CCC/D","3.44",254,"ESTP - The Promoter"
"146",2020,"Nanyang Technological University","College of Humanities, Arts & Social Sciences","Art, Design and Media",90.4,35.7,2858,2800,2925,2800,2500,3300,8200,11500,"CCC/C","3.33",328,"ESTJ - The Supervisor"
"147",2020,"Nanyang Technological University","College of Humanities, Arts & Social Sciences","Art, Design and Media",90.4,35.7,2858,2800,2925,2800,2500,3300,8200,11500,"CCC/C","3.33",329,"ISFP - The Composer"
"148",2020,"Nanyang Technological University","College of Humanities, Arts & Social Sciences","Art, Design and Media",90.4,35.7,2858,2800,2925,2800,2500,3300,8200,11500,"CCC/C","3.33",330,"INFJ - The Counselor"
"149",2020,"Nanyang Technological University","College of Humanities, Arts & Social Sciences","Art, Design and Media",90.4,35.7,2858,2800,2925,2800,2500,3300,8200,11500,"CCC/C","3.33",672,"INFJ - The Counselor"
"150",2020,"Nanyang Technological University","College of Humanities, Arts & Social Sciences","Art, Design and Media",90.4,35.7,2858,2800,2925,2800,2500,3300,8200,11500,"CCC/C","3.33",673,"ESFP - The Performer"
"151",2020,"Nanyang Technological University","College of Humanities, Arts & Social Sciences","Art, Design and Media",90.4,35.7,2858,2800,2925,2800,2500,3300,8200,11500,"CCC/C","3.33",674,"ISFJ - The Protector"
