"","year","university","school","degree","employment_rate_overall","employment_rate_ft_perm","basic_monthly_mean","basic_monthly_median","gross_monthly_mean","gross_monthly_median","gross_mthly_25_percentile","gross_mthly_75_percentile","SGP_Fees","SGP_PR_Fees"
"37",2016,"National University of Singapore","Faculty of Arts & Social Sciences","Bachelor of Social Sciences",89.5,73.3,3341,3300,3423,3300,3000,3650,8200,11500
"38",2016,"National University of Singapore","Faculty of Dentistry","Bachelor of Dental Surgery",100,100,4173,4050,4221,4050,4050,4450,29300,42300
"39",2016,"National University of Singapore","Faculty of Engineering","Bachelor of Engineering (Biomedical Engineering)",91.9,80.6,3314,3100,3366,3200,3000,3500,8200,11500
"40",2016,"National University of Singapore","Faculty of Engineering","Bachelor of Engineering (Chemical Engineering)",85.3,80.3,3414,3250,3562,3450,3150,4000,8200,11500
"41",2016,"National University of Singapore","Faculty of Engineering","Bachelor of Engineering (Civil Engineering)",95.3,91.9,3402,3300,3509,3420,3200,3800,8200,11500
"42",2016,"National University of Singapore","Faculty of Engineering","Bachelor of Engineering (Computer Engineering)",89.1,85.9,3884,3700,3942,3900,3467,4500,8200,11500
"43",2016,"National University of Singapore","Faculty of Engineering","Bachelor of Engineering (Electrical Engineering)",91.9,87.6,3669,3400,3765,3500,3200,4200,8200,11500
"44",2016,"National University of Singapore","Faculty of Engineering","Bachelor of Engineering (Engineering Science)",85.2,74.1,3549,3400,3707,3740,3350,4026,8200,11500
"45",2016,"National University of Singapore","Faculty of Engineering","Bachelor of Engineering (Environmental Engineering)",79.3,65.5,3432,3300,3470,3350,3000,3832,8200,11500
"46",2016,"National University of Singapore","Faculty of Engineering","Bachelor of Engineering (Industrial and Systems Engineering)",80.3,78.9,3788,3450,3879,3500,3300,4250,8200,11500
"47",2016,"National University of Singapore","Faculty of Engineering","Bachelor of Engineering (Materials Science and Engineering)",90.2,78.4,3381,3300,3501,3540,3200,3900,8200,11500
"48",2016,"National University of Singapore","Faculty of Engineering","Bachelor of Engineering (Mechanical Engineering)",86.6,81,3470,3300,3560,3400,3150,3800,8200,11500
"49",2016,"National University of Singapore","Faculty of Law","Bachelor of Laws",97.7,95.9,4844,4775,4898,4900,4200,5600,12650,17700
"50",2016,"National University of Singapore","Faculty of Science","Bachelor of Applied Science (Hons)",81,61.9,2905,2800,3058,3130,2800,3350,8200,11500
"51",2016,"National University of Singapore","Faculty of Science","Bachelor of Science",84.3,59.4,2895,3000,2995,3000,2600,3225,8200,11500
"52",2016,"National University of Singapore","Faculty of Science","Bachelor of Science (Hons)",84.9,71.7,3331,3300,3386,3300,3000,3650,8200,11500
"53",2016,"National University of Singapore","Faculty of Science","Bachelor of Science (Pharmacy)",99.1,97.2,3500,3500,3597,3600,3300,3950,9050,12700
"54",2016,"National University of Singapore","NUS Business School","Bachelor of Business Administration",93.6,80.7,3232,3000,3282,3000,2837,3500,9600,13450
"55",2016,"National University of Singapore","NUS Business School","Bachelor of Business Administration (Hons)",96.4,92.8,4126,3600,4207,3620,3258,4500,9600,13450
"56",2016,"National University of Singapore","NUS Business School","Bachelor of Business Administration (Accountancy)",88.6,86.4,2977,2900,3020,2963,2800,3100,9600,13450
"57",2016,"National University of Singapore","NUS Business School","Bachelor of Business Administration (Accountancy) (Hons)",99,99,3435,3000,3465,3075,2900,3800,9600,13450
"58",2016,"National University of Singapore","School of Computing","Bachelor of Computing (Computer Science)",96.3,93.3,4320,4000,4385,4000,3500,5000,8200,11500
"59",2016,"National University of Singapore","School of Computing","Bachelor of Computing (Information Systems)",94,94,3875,3800,3969,4000,3365,4500,8200,11500
"60",2016,"National University of Singapore","School of Design & Environment","Bachelor of Arts (Architecture)",93.2,89.8,3926,4000,3960,4000,3500,4250,8850,12400
"61",2016,"National University of Singapore","School of Design & Environment","Bachelor of Arts (Industrial Design)",90.6,65.6,3282,3000,3320,3000,2900,4000,8200,11500
"62",2016,"National University of Singapore","School of Design & Environment","Bachelor of Science (Project and Facilities Management)",87.8,84.7,3035,3000,3113,3000,2850,3276,8200,11500
"63",2016,"National University of Singapore","School of Design & Environment","Bachelor of Science (Real Estate)",94.6,92.4,3247,3000,3368,3200,2950,3735,8200,11500
"64",2016,"National University of Singapore","Yong Loo Lin School (Medicine)","Bachelor of Medicine and Bachelor of Surgery",99.4,99.4,4460,4500,4887,5000,4500,5200,29300,42300
"65",2016,"National University of Singapore","Yong Loo Lin School (Medicine)","Bachelor of Science (Nursing)",93.2,90.9,3166,3200,3363,3400,3200,3425,8950,12550
"66",2016,"National University of Singapore","Yong Loo Lin School (Medicine)","Bachelor of Science (Nursing) (Hons)",95.1,95.1,3308,3300,3529,3500,3400,3600,8950,12550
"67",2016,"National University of Singapore","YST Conservatory of Music","Bachelor of Music",85.7,14.3,3250,3250,3250,3250,2999,3500,14200,20600
"68",2016,"Singapore Management University","School of Accountancy (4-year programme)","Accountancy",98.5,96,3390,3000,3455,3000,2900,3600,11450,16000
"69",2016,"Singapore Management University","School of Accountancy (4-year programme)","Accountancy Cum Laude and above",100,100,3827,3500,3943,3600,3000,4583,11450,16000
"70",2016,"Singapore Management University","School of Business (4-year programme)","Business Management",92.4,84.6,3727,3400,3831,3500,3000,4000,11450,16000
"71",2016,"Singapore Management University","School of Business (4-year programme)","Business Management Cum Laude and above",96.1,92.1,4140,3550,4234,3660,3250,4583,11450,16000
"72",2016,"Singapore Management University","School of Economics (4-year programme)","Economics",93.4,84,3801,3500,3906,3700,3200,4300,11450,16000
"73",2016,"Singapore Management University","School of Economics (4-year programme)","Economics Cum Laude and above",97,92.5,4315,4000,4425,4107,3800,4750,11450,16000
"74",2016,"Singapore Management University","School of Information Systems (4-year programme)","Information Systems",95.7,91.5,3837,3500,3897,3600,3200,4167,11450,16000
"75",2016,"Singapore Management University","School of Information Systems (4-year programme)","Information Systems Cum Laude and above",97.5,95,4504,4167,4603,4167,3800,4750,11450,16000
"76",2016,"Singapore Management University","School of Social Sciences (4-year programme)","Social Sciences",91.5,80.4,3199,3100,3311,3145,3000,3500,11450,16000
"77",2016,"Singapore Management University","School of Social Sciences (4-year programme)","Social Sciences Cum Laude and above",94.9,87.2,3405,3300,3548,3400,3000,3668,11450,16000
"78",2016,"Singapore Management University","School of Law (4-year programme)","Law",95.8,93.7,4810,4600,4915,4850,4200,5800,12650,17700
"79",2016,"Singapore Management University","School of Law (4-year programme)","Law Cum Laude and above",96.7,96.7,4950,4950,5095,5300,4500,5800,12650,17700
"80",2016,"Singapore University of Technology and Design","Singapore University of Technology and Design","Bachelor of Engineering (Engineering Product Development)",87,79.7,3620,3500,3690,3600,3300,3750,13300,18750
"81",2016,"Singapore University of Technology and Design","Singapore University of Technology and Design","Bachelor of Engineering (Information Systems Technology and Design)",91.9,91.9,4197,4000,4232,4000,3500,4950,13300,18750
"82",2016,"Singapore University of Technology and Design","Singapore University of Technology and Design","Bachelor of Engineering (Engineering Systems and Design)",100,93.5,3695,3600,3830,3650,3550,4200,13300,18750
"83",2017,"Nanyang Technological University","College of Business (Nanyang Business School)","Accountancy",97.1,94.5,3121,3000,3166,3000,2900,3100,9400,13200
"84",2017,"Nanyang Technological University","College of Business (Nanyang Business School)","Business",93,80.8,3530,3300,3643,3300,3000,3800,9400,13200
"85",2017,"Nanyang Technological University","College of Engineering","Aerospace Engineering",80,75,3645,3492,3702,3500,3250,4210,8200,11500
"86",2017,"Nanyang Technological University","College of Engineering","Bioengineering",78.3,65.2,3326,3200,3486,3419,3000,3825,8200,11500
"87",2017,"Nanyang Technological University","College of Engineering","Chemical and Biomolecular Engineering",82.3,75.3,3326,3200,3577,3500,3200,4000,8200,11500
"88",2017,"Nanyang Technological University","College of Engineering","Civil Engineering",98.5,96.9,3373,3300,3442,3400,3190,3675,8200,11500
"89",2017,"Nanyang Technological University","College of Engineering","Computer Engineering",95.1,87.8,3667,3600,3743,3600,3450,3925,8200,11500
"90",2017,"Nanyang Technological University","College of Engineering","Computer Science",92.4,86.7,4078,3750,4160,3850,3500,4500,8200,11500
"91",2017,"Nanyang Technological University","College of Engineering","Electrical and Electronic Engineering",89.3,85,3532,3500,3657,3600,3200,4000,8200,11500
"92",2017,"Nanyang Technological University","College of Engineering","Environmental Engineering",71.8,64.1,3538,3475,3588,3635,3200,3950,8200,11500
"93",2017,"Nanyang Technological University","College of Engineering","Information Engineering and Media",86.9,78.7,3685,3677,3790,3700,3350,4200,8200,11500
"94",2017,"Nanyang Technological University","College of Engineering","Maritime Studies",92.2,92.2,3279,3200,3333,3320,3000,3500,8200,11500
"95",2017,"Nanyang Technological University","College of Engineering","Materials Engineering",84.9,75.6,3288,3200,3434,3375,3200,3700,8200,11500
"96",2017,"Nanyang Technological University","College of Engineering","Mechanical Engineering",82.7,74.9,3422,3300,3579,3450,3100,4000,8200,11500
"97",2017,"Nanyang Technological University","College of Humanities, Arts & Social Sciences","Fine Arts",88.5,54,2862,2800,2909,2800,2500,3200,8200,11500
"98",2017,"Nanyang Technological University","College of Humanities, Arts & Social Sciences","Chinese",84.6,67.7,3119,3300,3147,3300,2750,3500,8200,11500
"99",2017,"Nanyang Technological University","College of Humanities, Arts & Social Sciences","Communication Studies",92.6,62.2,3134,3000,3184,3000,2775,3500,8200,11500
"100",2017,"Nanyang Technological University","College of Humanities, Arts & Social Sciences","Economics",84.7,75.5,3286,3200,3379,3240,3000,3720,8200,11500
"101",2017,"Nanyang Technological University","College of Humanities, Arts & Social Sciences","English",77.8,50.8,3042,3000,3149,3000,2800,3300,8200,11500
"102",2017,"Nanyang Technological University","College of Humanities, Arts & Social Sciences","History",86,68.4,3206,3100,3265,3200,3000,3600,8200,11500
"103",2017,"Nanyang Technological University","College of Humanities, Arts & Social Sciences","Linguistics and Multilingual Studies",80,60,3042,3000,3117,3100,2600,3500,8200,11500
"104",2017,"Nanyang Technological University","College of Humanities, Arts & Social Sciences","Psychology",78.9,59.2,3107,3107,3151,3200,2890,3500,8200,11500
"105",2017,"Nanyang Technological University","College of Humanities, Arts & Social Sciences","Public Policy and Global Affairs",74.1,66.7,3353,3300,3479,3395,3160,3750,8200,11500
"106",2017,"Nanyang Technological University","College of Humanities, Arts & Social Sciences","Sociology",77.6,62.1,3263,3200,3309,3228,2970,3500,8200,11500
"107",2017,"Nanyang Technological University","College of Science","Biological Sciences",80.4,62.6,3177,3100,3255,3200,3000,3500,8200,11500
"108",2017,"Nanyang Technological University","College of Science","Chemistry and Biological Chemistry",70.1,51.1,3035,3000,3173,3100,2800,3488,8200,11500
"109",2017,"Nanyang Technological University","College of Science","Mathematical Sciences",89.7,79.5,3517,3400,3580,3500,3100,3800,8200,11500
"110",2017,"Nanyang Technological University","College of Science","Mathematics and Economics",89.8,83.1,3504,3290,3625,3400,3013,3775,8200,11500
"111",2017,"Nanyang Technological University","College of Science","Physics and Applied Physics",81.6,61.8,3367,3300,3490,3300,3000,3819,8200,11500
"112",2017,"Nanyang Technological University","Sports Science and Management","Sports Science and Management",81.1,48.6,3372,3285,3486,3450,2800,4000,8200,11500
"113",2017,"Nanyang Technological University","National Institute of Education (NIE)","Arts with Education",100,100,3489,3600,3589,3600,3500,3800,8200,11500
"114",2017,"Nanyang Technological University","National Institute of Education (NIE)","Science with Education",100,100,3610,3603,3701,3701,3500,3958,8200,11500
"115",2017,"National University of Singapore","Faculty of Arts & Social Sciences","Bachelor of Arts",85.8,61.9,3005,3000,3107,3000,2700,3300,8200,11500
"116",2017,"National University of Singapore","Faculty of Arts & Social Sciences","Bachelor of Arts (Hons)",88.2,66.7,3309,3300,3391,3360,3000,3600,8200,11500
"117",2017,"National University of Singapore","Faculty of Arts & Social Sciences","Bachelor of Social Sciences",88.3,74.7,3365,3300,3443,3300,3000,3750,8200,11500
"118",2017,"National University of Singapore","Faculty of Dentistry","Bachelor of Dental Surgery",100,100,4124,4050,4143,4050,4000,4400,29300,42300
"119",2017,"National University of Singapore","Faculty of Engineering","Bachelor of Engineering (Biomedical Engineering)",90.6,81.3,3215,3200,3367,3300,3000,3700,8200,11500
"120",2017,"National University of Singapore","Faculty of Engineering","Bachelor of Engineering (Chemical Engineering)",87.8,81.3,3550,3500,3727,3600,3300,4000,8200,11500
"121",2017,"National University of Singapore","Faculty of Engineering","Bachelor of Engineering (Civil Engineering)",95.5,90.9,3361,3300,3427,3300,3135,3700,8200,11500
"122",2017,"National University of Singapore","Faculty of Engineering","Bachelor of Engineering (Electrical Engineering)",89.4,86.5,3529,3500,3641,3600,3300,3900,8200,11500
"123",2017,"National University of Singapore","Faculty of Engineering","Bachelor of Engineering (Engineering Science)",76.5,64.7,3783,3600,3827,3675,3440,4200,8200,11500
"124",2017,"National University of Singapore","Faculty of Engineering","Bachelor of Engineering (Environmental Engineering)",86.3,71.2,3425,3100,3546,3350,3000,3800,8200,11500
"125",2017,"National University of Singapore","Faculty of Engineering","Bachelor of Engineering (Industrial and Systems Engineering)",93.3,89.9,3905,3725,4035,3875,3450,4200,8200,11500
"126",2017,"National University of Singapore","Faculty of Engineering","Bachelor of Engineering (Materials Science and Engineering)",94,86,3269,3200,3570,3388,3200,3950,8200,11500
"127",2017,"National University of Singapore","Faculty of Engineering","Bachelor of Engineering (Mechanical Engineering)",87.3,82.3,3537,3400,3657,3450,3100,4000,8200,11500
"128",2017,"National University of Singapore","Faculty of Law","Bachelor of Laws",95.8,92.3,4958,5000,5121,5000,4500,5600,12650,17700
"129",2017,"National University of Singapore","Faculty of Science","Bachelor of Applied Science (Hons)",82.1,50,3186,3075,3187,3085,2800,3200,8200,11500
"130",2017,"National University of Singapore","Faculty of Science","Bachelor of Science",76.9,54.5,3053,3000,3214,3082,2800,3400,8200,11500
"131",2017,"National University of Singapore","Faculty of Science","Bachelor of Science (Hons)",85.9,69.3,3340,3200,3435,3300,3000,3700,8200,11500
"132",2017,"National University of Singapore","Faculty of Science","Bachelor of Science (Pharmacy)",99.1,94.5,3473,3500,3616,3600,3500,3800,9050,12700
"133",2017,"National University of Singapore","NUS Business School","Bachelor of Business Administration",94.9,87.3,3770,3400,4031,3500,3000,4333,9600,13450
"134",2017,"National University of Singapore","NUS Business School","Bachelor of Business Administration (Hons)",98.2,93.6,4272,3725,4388,3800,3450,4782,9600,13450
"135",2017,"National University of Singapore","NUS Business School","Bachelor of Business Administration (Accountancy)",97.2,94.4,3396,3000,3473,3025,3000,3600,9600,13450
"136",2017,"National University of Singapore","NUS Business School","Bachelor of Business Administration (Accountancy) (Hons)",100,100,3689,3100,3744,3125,3000,4023,9600,13450
"137",2017,"National University of Singapore","School of Computing","Bachelor of Computing (Computer Science)",93.5,89.4,4510,4200,4628,4285,3656,5000,8200,11500
"138",2017,"National University of Singapore","School of Computing","Bachelor of Computing (Information Systems)",94.5,91.8,4061,4000,4192,4000,3550,4592,8200,11500
"139",2017,"National University of Singapore","School of Computing","Bachelor of Science (Business Analytics)",97.6,97.6,4114,3810,4203,4000,3500,4766,8200,11500
"140",2017,"National University of Singapore","School of Design & Environment","Bachelor of Arts (Architecture)",91.3,86.4,4037,4000,4079,4000,3780,4300,8850,12400
"141",2017,"National University of Singapore","School of Design & Environment","Bachelor of Arts (Industrial Design)",93.3,60,3034,2890,3079,2920,2600,3200,8200,11500
"142",2017,"National University of Singapore","School of Design & Environment","Bachelor of Science (Project and Facilities Management)",90.8,81.7,3105,3000,3162,3000,2900,3300,8200,11500
"143",2017,"National University of Singapore","School of Design & Environment","Bachelor of Science (Real Estate)",93.8,88.7,3090,3000,3168,3000,2800,3300,8200,11500
"144",2017,"National University of Singapore","Yong Loo Lin School (Medicine)","Bachelor of Medicine and Bachelor of Surgery",100,100,4367,4500,4882,5000,4500,5305,29300,42300
"145",2017,"National University of Singapore","Yong Loo Lin School (Medicine)","Bachelor of Science (Nursing)",97.4,97.4,3165,3200,3328,3400,3200,3450,8950,12550
"146",2017,"National University of Singapore","Yong Loo Lin School (Medicine)","Bachelor of Science (Nursing) (Hons)",91.8,89.8,3280,3300,3462,3500,3300,3650,8950,12550
"147",2017,"National University of Singapore","YST Conservatory of Music","Bachelor of Music",73.3,26.7,2298,2025,2500,2225,2050,2950,14200,20600
"148",2017,"Singapore Management University","School of Accountancy (4-year programme)","Accountancy",98,96.6,3569,3000,3646,3000,2920,3600,11450,16000
"149",2017,"Singapore Management University","School of Accountancy (4-year programme)","Accountancy Cum Laude and above",97.8,97.8,4037,3200,4089,3200,3000,4645,11450,16000
"150",2017,"Singapore Management University","School of Business (4-year programme)","Business Management",93.3,85.7,3862,3475,3995,3500,3050,4362,11450,16000
"151",2017,"Singapore Management University","School of Business (4-year programme)","Business Management Cum Laude and above",95.8,92,4364,3880,4504,4000,3300,5000,11450,16000
"152",2017,"Singapore Management University","School of Economics (4-year programme)","Economics",91.3,82.6,4013,3600,4143,3700,3300,4583,11450,16000
"153",2017,"Singapore Management University","School of Economics (4-year programme)","Economics Cum Laude and above",93.2,90.5,4591,4000,4737,4100,3600,5113,11450,16000
"154",2017,"Singapore Management University","School of Information Systems (4-year programme)","Information Systems",95.1,91.3,3922,3905,4014,4000,3550,4500,11450,16000
"155",2017,"Singapore Management University","School of Information Systems (4-year programme)","Information Systems Cum Laude and above",96.1,94.1,4211,4334,4305,4334,4000,4750,11450,16000
"156",2017,"Singapore Management University","School of Social Sciences (4-year programme)","Social Sciences",91.3,78,3344,3250,3493,3300,3000,3750,11450,16000
"157",2017,"Singapore Management University","School of Social Sciences (4-year programme)","Social Sciences Cum Laude and above",87.9,81.8,3810,3600,3938,3630,3300,4000,11450,16000
"158",2017,"Singapore Management University","School of Law (4-year programme)","Law",97.6,94,4778,4500,4941,5000,4000,5840,12650,17700
"159",2017,"Singapore Management University","School of Law (4-year programme)","Law Cum Laude and above",97.9,97.9,5163,5450,5287,5600,4200,6000,12650,17700
"160",2017,"Singapore University of Technology and Design","Singapore University of Technology and Design","Bachelor of Engineering (Engineering Product Development)",89.9,87.3,3594,3600,3638,3600,3450,3800,13300,18750
"161",2017,"Singapore University of Technology and Design","Singapore University of Technology and Design","Bachelor of Engineering (Information Systems Technology and Design)",100,100,4146,4000,4175,4023,3600,4900,13300,18750
"162",2017,"Singapore University of Technology and Design","Singapore University of Technology and Design","Bachelor of Engineering (Engineering Systems and Design)",91.7,85.4,3856,3800,3956,3850,3600,4210,13300,18750
"163",2018,"Nanyang Technological University","College of Business (Nanyang Business School)","Accountancy",94.6,92.2,3214,3000,3245,3000,3000,3200,9400,13200
"164",2018,"Nanyang Technological University","College of Business (Nanyang Business School)","Accountancy and Business",99.2,97.7,4391,4000,4456,4000,3600,4633,9400,13200
"165",2018,"Nanyang Technological University","College of Business (Nanyang Business School)","Business",92.6,84.3,3646,3500,3776,3500,3200,4000,9400,13200
"166",2018,"Nanyang Technological University","College of Business (Nanyang Business School)","Business and Computing",100,100,4536,4450,4572,4575,4200,4900,8200,11500
"167",2018,"Nanyang Technological University","College of Engineering","Aerospace Engineering",95.3,88.4,3710,3625,3873,3800,3365,4280,8200,11500
"168",2018,"Nanyang Technological University","College of Engineering","Bioengineering",77.5,66.2,3457,3500,3660,3500,3200,4000,8200,11500
"169",2018,"Nanyang Technological University","College of Engineering","Chemical and Biomolecular Engineering",91.6,86,3461,3500,3782,3600,3300,4200,8200,11500
"170",2018,"Nanyang Technological University","College of Engineering","Civil Engineering",96.5,96.5,3521,3400,3597,3500,3200,3816,8200,11500
"171",2018,"Nanyang Technological University","College of Engineering","Computer Engineering",95.8,95.8,3749,3700,3865,3775,3400,4200,8200,11500
"172",2018,"Nanyang Technological University","College of Engineering","Computer Science",94.4,93,3970,3800,4062,4000,3500,4500,8200,11500
"173",2018,"Nanyang Technological University","College of Engineering","Electrical and Electronic Engineering",92.7,91,3625,3500,3772,3600,3323,4000,8200,11500
"174",2018,"Nanyang Technological University","College of Engineering","Environmental Engineering",92.1,81.6,3388,3360,3485,3400,3000,3500,8200,11500
"175",2018,"Nanyang Technological University","College of Engineering","Information Engineering and Media",93.2,89,3724,3725,3800,3750,3500,4140,8200,11500
"176",2018,"Nanyang Technological University","College of Engineering","Maritime Studies",93.3,90,3351,3300,3409,3350,3000,3640,8200,11500
"177",2018,"Nanyang Technological University","College of Engineering","Materials Engineering",86.5,81.9,3457,3400,3650,3500,3200,4000,8200,11500
"178",2018,"Nanyang Technological University","College of Engineering","Mechanical Engineering",85.6,81.1,3448,3500,3653,3500,3200,4000,8200,11500
"179",2018,"Nanyang Technological University","College of Humanities, Arts & Social Sciences","Art, Design and Media",85.7,53.8,2930,2800,2986,3000,2600,3300,8200,11500
"180",2018,"Nanyang Technological University","College of Humanities, Arts & Social Sciences","Chinese",86.4,76.3,3149,3150,3260,3500,3000,3518,8200,11500
"181",2018,"Nanyang Technological University","College of Humanities, Arts & Social Sciences","Communication Studies",95,84.2,3085,3000,3166,3000,2750,3500,8200,11500
"182",2018,"Nanyang Technological University","College of Humanities, Arts & Social Sciences","Economics",90.1,84,3604,3500,3755,3536,3200,3959,8200,11500
"183",2018,"Nanyang Technological University","College of Humanities, Arts & Social Sciences","English",81.6,59.2,3051,3000,3124,3000,2600,3500,8200,11500
"184",2018,"Nanyang Technological University","College of Humanities, Arts & Social Sciences","History",74.4,56.4,3593,3500,3719,3500,3260,4150,8200,11500
"185",2018,"Nanyang Technological University","College of Humanities, Arts & Social Sciences","Linguistics and Multilingual Studies",79.2,45.8,3074,3200,3091,3200,2900,3500,8200,11500
"186",2018,"Nanyang Technological University","College of Humanities, Arts & Social Sciences","Philosophy",80,76,3031,3000,3126,3000,2550,3500,8200,11500
"187",2018,"Nanyang Technological University","College of Humanities, Arts & Social Sciences","Psychology",90.1,78,3316,3300,3355,3370,3000,3684,8200,11500
"188",2018,"Nanyang Technological University","College of Humanities, Arts & Social Sciences","Public Policy and Global Affairs",80.6,71,3501,3350,3619,3350,3050,4018,8200,11500
"189",2018,"Nanyang Technological University","College of Humanities, Arts & Social Sciences","Sociology",80.2,60.4,3275,3175,3374,3220,3000,3841,8200,11500
"190",2018,"Nanyang Technological University","College of Science","Biological Sciences",80.1,67,3232,3200,3319,3250,3035,3650,8200,11500
"191",2018,"Nanyang Technological University","College of Science","Biomedical Sciences and Chinese Medicine",90.9,81.8,2941,3000,2953,3000,2700,3100,NA,NA
"192",2018,"Nanyang Technological University","College of Science","Chemistry and Biological Chemistry",77.6,63.9,3205,3167,3427,3200,3000,3725,8200,11500
"193",2018,"Nanyang Technological University","College of Science","Environmental Earth Systems Sciences",76.2,57.1,3347,3440,3389,3440,3150,3900,8200,11500
"194",2018,"Nanyang Technological University","College of Science","Mathematical Sciences",87.1,75.9,3661,3600,3744,3650,3360,4000,8200,11500
"195",2018,"Nanyang Technological University","College of Science","Mathematics and Economics",96.3,83.3,3481,3500,3569,3600,3200,4000,8200,11500
"196",2018,"Nanyang Technological University","College of Science","Physics and Applied Physics",80.2,74.1,3468,3300,3576,3400,3025,3800,8200,11500
"197",2018,"Nanyang Technological University","National Institute of Education (NIE)","Arts with Education",100,99.2,3618,3750,3751,3800,3600,3806,8200,11500
"198",2018,"Nanyang Technological University","National Institute of Education (NIE)","Science with Education",100,100,3600,3800,3738,3800,3600,4000,8200,11500
"199",2018,"Nanyang Technological University","Sports Science and Management","Sports Science and Management",87,61.1,3172,3200,3382,3300,3000,3600,8200,11500
"200",2018,"National University of Singapore","Faculty of Arts & Social Sciences","Bachelor of Arts",83.7,56.6,3169,3070,3322,3200,2800,3600,8200,11500
"201",2018,"National University of Singapore","Faculty of Arts & Social Sciences","Bachelor of Arts (Hons)",87.5,60.8,3290,3300,3377,3300,3000,3600,8200,11500
"202",2018,"National University of Singapore","Faculty of Arts & Social Sciences","Bachelor of Social Sciences",88.2,74.5,3459,3400,3526,3400,3200,3800,8200,11500
"203",2018,"National University of Singapore","Faculty of Dentistry","Bachelor of Dental Surgery",100,100,4148,4050,4228,4050,4000,4450,29300,42300
"204",2018,"National University of Singapore","Faculty of Engineering","Bachelor of Engineering (Biomedical Engineering)",79.4,69.8,3357,3300,3444,3389,3280,3650,8200,11500
"205",2018,"National University of Singapore","Faculty of Engineering","Bachelor of Engineering (Chemical Engineering)",89.9,84.1,3768,3700,4050,4000,3500,4300,8200,11500
"206",2018,"National University of Singapore","Faculty of Engineering","Bachelor of Engineering (Civil Engineering)",91.8,89.8,3520,3500,3627,3500,3300,3900,8200,11500
"207",2018,"National University of Singapore","Faculty of Engineering","Bachelor of Engineering (Electrical Engineering)",91,83.4,3712,3600,3982,3700,3400,4546,8200,11500
"208",2018,"National University of Singapore","Faculty of Engineering","Bachelor of Engineering (Environmental Engineering)",88.9,74.6,3411,3300,3518,3400,3000,3868,8200,11500
"209",2018,"National University of Singapore","Faculty of Engineering","Bachelor of Engineering (Industrial and Systems Engineering)",91.5,87.8,3889,3800,4051,3895,3600,4500,8200,11500
"210",2018,"National University of Singapore","Faculty of Engineering","Bachelor of Engineering (Materials Science and Engineering)",88.6,86.4,3550,3600,3794,3600,3500,4305,8200,11500
"211",2018,"National University of Singapore","Faculty of Engineering","Bachelor of Engineering (Mechanical Engineering)",92.8,86.9,3684,3500,3877,3700,3300,4100,8200,11500
"212",2018,"National University of Singapore","Faculty of Law","Bachelor of Laws",97.3,92.6,5070,5000,5263,5500,4500,5840,12650,17700
"213",2018,"National University of Singapore","Faculty of Science","Bachelor of Science",81.6,47.2,3146,3000,3289,3100,2900,3850,8200,11500
"214",2018,"National University of Singapore","Faculty of Science","Bachelor of Science (Hons)",87.3,72.8,3371,3300,3460,3400,3000,3725,8200,11500
"215",2018,"National University of Singapore","Faculty of Science","Bachelor of Science (Pharmacy)",96.6,93.2,3549,3500,3723,3650,3500,3900,9050,12700
"216",2018,"National University of Singapore","NUS Business School","Bachelor of Business Administration",95.7,84.8,3633,3150,3732,3225,3000,3750,9600,13450
"217",2018,"National University of Singapore","NUS Business School","Bachelor of Business Administration (Hons)",96.6,90.9,4286,3800,4424,3895,3300,4748,9600,13450
"218",2018,"National University of Singapore","NUS Business School","Bachelor of Business Administration (Accountancy)",95.2,95.2,3209,3000,3522,3020,2700,3500,9600,13450
"219",2018,"National University of Singapore","NUS Business School","Bachelor of Business Administration (Accountancy) (Hons)",97.6,95.3,3643,3100,3683,3200,3000,4000,9600,13450
"220",2018,"National University of Singapore","School of Computing","Bachelor of Computing (Computer Science)",96.9,91.8,4577,4280,4658,4320,3900,5000,8200,11500
"221",2018,"National University of Singapore","School of Computing","Bachelor of Computing (Information Systems)",98.4,95.3,4338,4375,4472,4458,4000,5000,8200,11500
"222",2018,"National University of Singapore","School of Computing","Bachelor of Science (Business Analytics)",93.5,93.5,4432,4400,4499,4500,4000,5000,8200,11500
"223",2018,"National University of Singapore","School of Design & Environment","Bachelor of Arts (Industrial Design)",87,69.6,3309,3200,3371,3250,3000,3800,8200,11500
"224",2018,"National University of Singapore","School of Design & Environment","Bachelor of Science (Project and Facilities Management)",89,84.6,3189,3040,3237,3060,3000,3300,8200,11500
"225",2018,"National University of Singapore","School of Design & Environment","Bachelor of Science (Real Estate)",91.7,85.1,3295,3300,3372,3300,3000,3600,8200,11500
"226",2018,"National University of Singapore","Yong Loo Lin School (Medicine)","Bachelor of Science (Nursing)",94.6,94.6,3230,3250,3469,3450,3300,3500,8950,12550
"227",2018,"National University of Singapore","Yong Loo Lin School (Medicine)","Bachelor of Science (Nursing) (Hons)",98,98,3306,3350,3546,3550,3400,3750,8950,12550
"228",2018,"National University of Singapore","YST Conservatory of Music","Bachelor of Music",81,23.8,2000,1750,2100,1800,1500,2700,14200,20600
"229",2018,"Singapore Management University","School of Accountancy (4-year programme)","Accountancy",96.4,92.3,3576,3000,3607,3000,3000,3650,11450,16000
"230",2018,"Singapore Management University","School of Accountancy (4-year programme)","Accountancy Cum Laude and above",96.3,95.1,4396,3450,4439,3550,3013,4773,11450,16000
